#,Subject,0,Item,0,Condition,0,Word,#,#,#,#,RT,#,#
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,175,0,Filler,67,3,a,‡,0,yes,568,"Nyilv‡nval— volt, hogy a hivatalnok h_sies tetteinek kšszšnhet_en fog ŽrdemŽrmet kapni jšv_ tavasszal.",568
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,175,0,Filler,67,4,hivatalnok,tŽnyez_vel,1,yes,1464,"Nyilv‡nval— volt, hogy a hivatalnok h_sies tetteinek kšszšnhet_en fog ŽrdemŽrmet kapni jšv_ tavasszal.",1464
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,175,0,Filler,67,5,h_sies,volnŽk,1,yes,1747,"Nyilv‡nval— volt, hogy a hivatalnok h_sies tetteinek kšszšnhet_en fog ŽrdemŽrmet kapni jšv_ tavasszal.",1747
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,175,0,Filler,67,6,tetteinek,j‡tŽkid_t,0,yes,1138,"Nyilv‡nval— volt, hogy a hivatalnok h_sies tetteinek kšszšnhet_en fog ŽrdemŽrmet kapni jšv_ tavasszal.",1138
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,175,0,Filler,67,7,kšszšnhet_en,informatikai,0,yes,1001,"Nyilv‡nval— volt, hogy a hivatalnok h_sies tetteinek kšszšnhet_en fog ŽrdemŽrmet kapni jšv_ tavasszal.",1001
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,175,0,Filler,67,8,fog,m’g,1,yes,1168,"Nyilv‡nval— volt, hogy a hivatalnok h_sies tetteinek kšszšnhet_en fog ŽrdemŽrmet kapni jšv_ tavasszal.",1168
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,175,0,Filler,67,9,ŽrdemŽrmet,kevesellte,0,yes,1154,"Nyilv‡nval— volt, hogy a hivatalnok h_sies tetteinek kšszšnhet_en fog ŽrdemŽrmet kapni jšv_ tavasszal.",1154
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,175,0,Filler,67,10,kapni,bŽcsi,1,yes,836,"Nyilv‡nval— volt, hogy a hivatalnok h_sies tetteinek kšszšnhet_en fog ŽrdemŽrmet kapni jšv_ tavasszal.",836
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,175,0,Filler,67,11,jšv_,c’me,1,yes,851,"Nyilv‡nval— volt, hogy a hivatalnok h_sies tetteinek kšszšnhet_en fog ŽrdemŽrmet kapni jšv_ tavasszal.",851
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,175,0,Filler,67,12,tavasszal.,kšltsŽgek.,0,yes,920,"Nyilv‡nval— volt, hogy a hivatalnok h_sies tetteinek kšszšnhet_en fog ŽrdemŽrmet kapni jšv_ tavasszal.",920
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,48,0,Expt-D,9,0,A,x-x-x,0,yes,536,"A katona, akit a tiszt ut‡lt a kezdetek —ta, ‡tvette a kitŸntetŽst.",536
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,48,0,Expt-D,9,1,"katona,","alapul,",1,yes,832,"A katona, akit a tiszt ut‡lt a kezdetek —ta, ‡tvette a kitŸntetŽst.",832
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,48,0,Expt-D,9,2,akit,tŽrt,0,yes,637,"A katona, akit a tiszt ut‡lt a kezdetek —ta, ‡tvette a kitŸntetŽst.",637
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,48,0,Expt-D,9,3,a,‡,0,yes,527,"A katona, akit a tiszt ut‡lt a kezdetek —ta, ‡tvette a kitŸntetŽst.",527
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,48,0,Expt-D,9,4,tiszt,kšrœt,1,yes,1028,"A katona, akit a tiszt ut‡lt a kezdetek —ta, ‡tvette a kitŸntetŽst.",1028
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,48,0,Expt-D,9,5,ut‡lt,sz_r_,1,yes,1481,"A katona, akit a tiszt ut‡lt a kezdetek —ta, ‡tvette a kitŸntetŽst.",1481
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,48,0,Expt-D,9,6,a,—,1,yes,617,"A katona, akit a tiszt ut‡lt a kezdetek —ta, ‡tvette a kitŸntetŽst.",617
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,48,0,Expt-D,9,7,kezdetek,jegyeket,1,yes,1406,"A katona, akit a tiszt ut‡lt a kezdetek —ta, ‡tvette a kitŸntetŽst.",1406
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,48,0,Expt-D,9,8,"—ta,","tv,",1,yes,648,"A katona, akit a tiszt ut‡lt a kezdetek —ta, ‡tvette a kitŸntetŽst.",648
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,48,0,Expt-D,9,9,‡tvette,pr—b‡ra,0,no,1066,"A katona, akit a tiszt ut‡lt a kezdetek —ta, ‡tvette a kitŸntetŽst.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,48,0,Expt-D,9,10,a,_,0,no,,"A katona, akit a tiszt ut‡lt a kezdetek —ta, ‡tvette a kitŸntetŽst.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,48,0,Expt-D,9,11,kitŸntetŽst.,v‡laszoltak.,0,no,,"A katona, akit a tiszt ut‡lt a kezdetek —ta, ‡tvette a kitŸntetŽst.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,169,0,Filler,61,0,A,x-x-x,0,yes,699,"A napkšzis tan’t—m azt gondolta, hogy hiba lenne a nehŽz matekleckŽr_l az Žnektan‡rt megkŽrdezni.",699
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,169,0,Filler,61,1,napkšzis,kšlcsšnt,0,yes,4430,"A napkšzis tan’t—m azt gondolta, hogy hiba lenne a nehŽz matekleckŽr_l az Žnektan‡rt megkŽrdezni.",4430
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,169,0,Filler,61,2,tan’t—m,salakot,0,yes,3352,"A napkšzis tan’t—m azt gondolta, hogy hiba lenne a nehŽz matekleckŽr_l az Žnektan‡rt megkŽrdezni.",3352
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,169,0,Filler,61,3,azt,cŽg,0,yes,787,"A napkšzis tan’t—m azt gondolta, hogy hiba lenne a nehŽz matekleckŽr_l az Žnektan‡rt megkŽrdezni.",787
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,169,0,Filler,61,4,"gondolta,","jegyŽben,",1,yes,1035,"A napkšzis tan’t—m azt gondolta, hogy hiba lenne a nehŽz matekleckŽr_l az Žnektan‡rt megkŽrdezni.",1035
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,169,0,Filler,61,5,hogy,n_tt,1,yes,487,"A napkšzis tan’t—m azt gondolta, hogy hiba lenne a nehŽz matekleckŽr_l az Žnektan‡rt megkŽrdezni.",487
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,169,0,Filler,61,6,hiba,zšld,1,yes,1014,"A napkšzis tan’t—m azt gondolta, hogy hiba lenne a nehŽz matekleckŽr_l az Žnektan‡rt megkŽrdezni.",1014
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,169,0,Filler,61,7,lenne,elad—,0,yes,624,"A napkšzis tan’t—m azt gondolta, hogy hiba lenne a nehŽz matekleckŽr_l az Žnektan‡rt megkŽrdezni.",624
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,169,0,Filler,61,8,a,_,0,yes,1091,"A napkšzis tan’t—m azt gondolta, hogy hiba lenne a nehŽz matekleckŽr_l az Žnektan‡rt megkŽrdezni.",1091
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,169,0,Filler,61,9,nehŽz,engem,0,yes,1744,"A napkšzis tan’t—m azt gondolta, hogy hiba lenne a nehŽz matekleckŽr_l az Žnektan‡rt megkŽrdezni.",1744
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,169,0,Filler,61,10,matekleckŽr_l,fiatalkorœnak,1,yes,1831,"A napkšzis tan’t—m azt gondolta, hogy hiba lenne a nehŽz matekleckŽr_l az Žnektan‡rt megkŽrdezni.",1831
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,169,0,Filler,61,11,az,be,1,yes,3232,"A napkšzis tan’t—m azt gondolta, hogy hiba lenne a nehŽz matekleckŽr_l az Žnektan‡rt megkŽrdezni.",3232
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,169,0,Filler,61,12,Žnektan‡rt,ad—ztatott,1,yes,1573,"A napkšzis tan’t—m azt gondolta, hogy hiba lenne a nehŽz matekleckŽr_l az Žnektan‡rt megkŽrdezni.",1573
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,169,0,Filler,61,13,megkŽrdezni.,mindenkivel.,1,yes,1005,"A napkšzis tan’t—m azt gondolta, hogy hiba lenne a nehŽz matekleckŽr_l az Žnektan‡rt megkŽrdezni.",1005
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,149,0,Filler,41,0,Az,x-x-x,0,yes,565,"Az az ‡ll’t‡s, hogy az œjs‡g’r— lefizette a politikust, alaptalannak bizonyult.",565
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,149,0,Filler,41,1,az,Žs,0,yes,1231,"Az az ‡ll’t‡s, hogy az œjs‡g’r— lefizette a politikust, alaptalannak bizonyult.",1231
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,149,0,Filler,41,2,"‡ll’t‡s,","keresel,",0,yes,799,"Az az ‡ll’t‡s, hogy az œjs‡g’r— lefizette a politikust, alaptalannak bizonyult.",799
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,149,0,Filler,41,3,hogy,utca,1,yes,564,"Az az ‡ll’t‡s, hogy az œjs‡g’r— lefizette a politikust, alaptalannak bizonyult.",564
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,149,0,Filler,41,4,az,k_,0,yes,1868,"Az az ‡ll’t‡s, hogy az œjs‡g’r— lefizette a politikust, alaptalannak bizonyult.",1868
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,149,0,Filler,41,5,œjs‡g’r—,kŽrdŽses,0,yes,1907,"Az az ‡ll’t‡s, hogy az œjs‡g’r— lefizette a politikust, alaptalannak bizonyult.",1907
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,149,0,Filler,41,6,lefizette,fizetŽsen,0,yes,1462,"Az az ‡ll’t‡s, hogy az œjs‡g’r— lefizette a politikust, alaptalannak bizonyult.",1462
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,149,0,Filler,41,7,a,‡,1,yes,739,"Az az ‡ll’t‡s, hogy az œjs‡g’r— lefizette a politikust, alaptalannak bizonyult.",739
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,149,0,Filler,41,8,"politikust,","tšrekedtek,",0,yes,756,"Az az ‡ll’t‡s, hogy az œjs‡g’r— lefizette a politikust, alaptalannak bizonyult.",756
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,149,0,Filler,41,9,alaptalannak,borversenyen,0,yes,974,"Az az ‡ll’t‡s, hogy az œjs‡g’r— lefizette a politikust, alaptalannak bizonyult.",974
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,149,0,Filler,41,10,bizonyult.,megjelšlt.,1,yes,835,"Az az ‡ll’t‡s, hogy az œjs‡g’r— lefizette a politikust, alaptalannak bizonyult.",835
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,70,0,Expt-B,15,0,A,x-x-x,0,yes,588,"A svŽd, aki a franci‡t legy_zte a fontos teniszmeccsen, elejtette az Ÿt_jŽt.",588
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,70,0,Expt-B,15,1,"svŽd,","œtja,",1,yes,974,"A svŽd, aki a franci‡t legy_zte a fontos teniszmeccsen, elejtette az Ÿt_jŽt.",974
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,70,0,Expt-B,15,2,aki,mai,0,yes,766,"A svŽd, aki a franci‡t legy_zte a fontos teniszmeccsen, elejtette az Ÿt_jŽt.",766
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,70,0,Expt-B,15,3,a,‡,1,yes,793,"A svŽd, aki a franci‡t legy_zte a fontos teniszmeccsen, elejtette az Ÿt_jŽt.",793
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,70,0,Expt-B,15,4,franci‡t,elutaz‡s,0,yes,1164,"A svŽd, aki a franci‡t legy_zte a fontos teniszmeccsen, elejtette az Ÿt_jŽt.",1164
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,70,0,Expt-B,15,5,legy_zte,kritik‡t,1,yes,5517,"A svŽd, aki a franci‡t legy_zte a fontos teniszmeccsen, elejtette az Ÿt_jŽt.",5517
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,70,0,Expt-B,15,6,a,—,1,yes,896,"A svŽd, aki a franci‡t legy_zte a fontos teniszmeccsen, elejtette az Ÿt_jŽt.",896
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,70,0,Expt-B,15,7,fontos,annyit,0,yes,1801,"A svŽd, aki a franci‡t legy_zte a fontos teniszmeccsen, elejtette az Ÿt_jŽt.",1801
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,70,0,Expt-B,15,8,"teniszmeccsen,","sz_l_fajt‡nak,",0,yes,881,"A svŽd, aki a franci‡t legy_zte a fontos teniszmeccsen, elejtette az Ÿt_jŽt.",881
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,70,0,Expt-B,15,9,elejtette,nyugatias,1,yes,1261,"A svŽd, aki a franci‡t legy_zte a fontos teniszmeccsen, elejtette az Ÿt_jŽt.",1261
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,70,0,Expt-B,15,10,az,Žl,1,yes,893,"A svŽd, aki a franci‡t legy_zte a fontos teniszmeccsen, elejtette az Ÿt_jŽt.",893
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,70,0,Expt-B,15,11,Ÿt_jŽt.,ugr‡si.,1,yes,1039,"A svŽd, aki a franci‡t legy_zte a fontos teniszmeccsen, elejtette az Ÿt_jŽt.",1039
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,170,0,Filler,62,0,A,x-x-x,0,yes,537,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",537
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,170,0,Filler,62,1,fest_,ŽrŸnk,0,yes,1079,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",1079
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,170,0,Filler,62,2,azt,oly,1,yes,1128,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",1128
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,170,0,Filler,62,3,"mondta,","nyelv_,",1,yes,762,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",762
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,170,0,Filler,62,4,hogy,tŽny,0,yes,577,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",577
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,170,0,Filler,62,5,legsz’vesebben,alkalmaz‡s‡nak,1,yes,1283,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",1283
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,170,0,Filler,62,6,lekšpte,leadtak,0,yes,2358,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",2358
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,170,0,Filler,62,7,volna,att—l,0,yes,584,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",584
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,170,0,Filler,62,8,a,‡,0,yes,474,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",474
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,170,0,Filler,62,9,szobr‡szt,s‡rgarig—,1,yes,1066,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",1066
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,170,0,Filler,62,10,a,—,0,yes,608,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",608
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,170,0,Filler,62,11,legut—bbi,bizonyult,0,yes,1627,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",1627
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,170,0,Filler,62,12,kšzšs,egyet,0,yes,1510,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",1510
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,170,0,Filler,62,13,ki‡ll’t‡sukon.,Ÿl_felŸlettel.,0,yes,1121,"A fest_ azt mondta, hogy legsz’vesebben lekšpte volna a szobr‡szt a legut—bbi kšzšs ki‡ll’t‡sukon.",1121
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,32,0,Expt-D,5,0,A,x-x-x,0,yes,522,"A heged_s, akit a fuvol‡s felbosszantott a f_pr—ba kšzben, lemondta a koncertet.",522
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,32,0,Expt-D,5,1,"heged_s,","’r‡s‡ra,",0,yes,695,"A heged_s, akit a fuvol‡s felbosszantott a f_pr—ba kšzben, lemondta a koncertet.",695
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,32,0,Expt-D,5,2,akit,adja,0,yes,576,"A heged_s, akit a fuvol‡s felbosszantott a f_pr—ba kšzben, lemondta a koncertet.",576
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,32,0,Expt-D,5,3,a,—,1,yes,822,"A heged_s, akit a fuvol‡s felbosszantott a f_pr—ba kšzben, lemondta a koncertet.",822
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,32,0,Expt-D,5,4,fuvol‡s,par—kia,0,yes,1164,"A heged_s, akit a fuvol‡s felbosszantott a f_pr—ba kšzben, lemondta a koncertet.",1164
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,32,0,Expt-D,5,5,felbosszantott,vil‡gtal‡lkoz—,0,yes,993,"A heged_s, akit a fuvol‡s felbosszantott a f_pr—ba kšzben, lemondta a koncertet.",993
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,32,0,Expt-D,5,6,a,‡,1,yes,969,"A heged_s, akit a fuvol‡s felbosszantott a f_pr—ba kšzben, lemondta a koncertet.",969
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,32,0,Expt-D,5,7,f_pr—ba,sœly‡ra,0,yes,1340,"A heged_s, akit a fuvol‡s felbosszantott a f_pr—ba kšzben, lemondta a koncertet.",1340
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,32,0,Expt-D,5,8,"kšzben,","elŽrni,",1,yes,898,"A heged_s, akit a fuvol‡s felbosszantott a f_pr—ba kšzben, lemondta a koncertet.",898
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,32,0,Expt-D,5,9,lemondta,lœgos’t—,1,yes,868,"A heged_s, akit a fuvol‡s felbosszantott a f_pr—ba kšzben, lemondta a koncertet.",868
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,32,0,Expt-D,5,10,a,_,1,yes,563,"A heged_s, akit a fuvol‡s felbosszantott a f_pr—ba kšzben, lemondta a koncertet.",563
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,32,0,Expt-D,5,11,koncertet.,garanci‡t.,0,yes,549,"A heged_s, akit a fuvol‡s felbosszantott a f_pr—ba kšzben, lemondta a koncertet.",549
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,162,0,Filler,54,0,Annak,x-x-x,0,yes,497,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",497
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,162,0,Filler,54,1,a,—,1,yes,610,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",610
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,162,0,Filler,54,2,"lehet_sŽge,","alkalommal,",1,no,1048,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,162,0,Filler,54,3,hogy,’rni,1,no,,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,162,0,Filler,54,4,a,—,0,no,,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,162,0,Filler,54,5,varr—n_,vaskori,0,no,,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,162,0,Filler,54,6,az,ex,1,no,,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,162,0,Filler,54,7,œj,f_,1,no,,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,162,0,Filler,54,8,ruh‡hoz,šršmnek,0,no,,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,162,0,Filler,54,9,az,’v,1,no,,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,162,0,Filler,54,10,anyagot,sz‡zadi,1,no,,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,162,0,Filler,54,11,kŸlfšldr_l,legrŽgebbi,1,no,,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",
,,,,,,,,,,,,,,
1744301809,bf35d2e79c2c0f7fb4e09403107cb9e7,Maze,162,0,Filler,54,12,"rendelje,","tanult‡k,",0,no,,"Annak a lehet_sŽge, hogy a varr—n_ az œj ruh‡hoz az anyagot kŸlfšldr_l rendelje, sajnos nem garant‡lt.",
,,,,,,,,,,,,,,
